,carat,cut,color,clarity,depth,table,price
561,0.72,3,F,VS2,62.5,58.0,2832
562,0.91,3,I,SI2,62.8,61.0,2832
563,0.71,4,G,VVS2,62.1,57.0,2832
564,0.81,4,G,SI1,63.0,60.0,2832
565,0.82,5,H,SI1,62.5,57.0,2832
566,0.71,4,F,VS1,62.2,58.0,2832
567,0.9,2,J,SI1,64.3,63.0,2832
568,0.8,3,I,VS2,62.0,58.0,2833
569,0.56,3,E,IF,61.0,59.0,2833
570,0.7,3,D,VS2,59.6,61.0,2833
571,0.7,5,D,VS2,61.0,57.0,2833
572,0.61,5,F,VVS2,61.7,55.0,2833
573,0.85,5,H,SI2,62.5,57.0,2833
574,0.7,5,F,SI1,60.7,57.0,2833
575,0.8,5,G,VS2,62.2,56.0,2834
576,0.8,5,H,VS2,62.8,57.0,2834
577,0.51,3,D,VVS1,59.9,58.0,2834
578,0.53,5,F,VVS1,61.4,57.0,2834
579,0.78,5,I,VS2,61.8,55.0,2834
580,0.9,3,J,SI1,63.4,54.0,2834
581,0.9,1,G,SI2,65.3,59.0,2834
582,0.77,5,E,SI2,60.7,55.0,2834
583,0.73,5,F,VS1,61.2,56.0,2835
584,0.63,5,F,VVS2,61.9,57.0,2835
585,0.7,5,E,VS2,61.5,54.0,2835
586,0.72,5,E,VS2,62.8,57.0,2835
587,0.72,5,E,SI1,61.0,57.0,2835
588,0.75,4,F,VS2,59.6,59.0,2835
589,0.82,3,H,SI1,60.7,56.0,2836
590,0.71,2,E,VS2,62.8,60.0,2836
591,0.7,4,E,VS1,62.6,59.0,2837
592,0.7,5,E,VS1,61.8,56.0,2837
593,0.71,5,F,SI1,59.8,53.0,2838
594,0.76,3,H,SI1,60.9,55.0,2838
595,0.82,1,F,SI1,64.9,58.0,2838
596,0.72,4,F,VS1,58.8,60.0,2838
597,0.7,4,F,VS2,62.3,58.0,2838
598,0.7,4,F,VS2,61.7,58.0,2838
599,0.7,4,G,VS1,62.6,55.0,2838
600,0.7,4,F,VS2,59.4,61.0,2838
601,0.7,3,E,SI1,63.5,59.0,2838
602,0.7,4,F,VS2,60.9,61.0,2838
603,0.7,4,F,VS2,59.5,58.0,2838
604,0.7,4,G,VS1,63.0,60.0,2838
605,0.74,3,E,SI1,60.0,57.0,2839
606,0.71,5,F,VS1,61.5,57.0,2839
607,0.7,5,F,VS1,61.6,54.0,2839
608,0.71,5,F,VS1,62.1,55.0,2839
609,0.71,4,F,VS1,59.1,61.0,2839
610,0.71,4,F,VS1,59.0,60.0,2839
611,0.71,4,F,VS1,60.5,58.0,2839
612,0.7,5,F,VS1,62.4,53.0,2839
613,0.73,5,G,VS2,61.8,54.0,2839
614,0.7,5,E,VS2,62.1,54.0,2839
615,0.7,5,G,VS1,61.3,57.0,2839
616,0.71,4,G,VVS2,60.3,58.0,2839
617,0.71,4,F,VS1,59.2,58.0,2839
618,0.79,4,G,VS2,59.3,62.0,2839
619,0.71,4,F,VS1,62.7,59.0,2839
620,0.77,3,H,VS1,61.0,60.0,2840
621,0.75,3,F,SI2,59.8,56.0,2840
622,0.7,5,F,SI1,61.0,56.0,2840
623,0.71,4,F,VS2,59.3,56.0,2840
624,0.92,5,D,SI2,61.9,56.0,2840
625,0.83,4,F,SI2,61.4,59.0,2840
626,0.7,4,H,VVS1,59.2,60.0,2840
627,0.73,4,F,VS2,60.3,59.0,2841
628,0.71,3,D,VS1,63.4,55.0,2841
629,0.73,3,D,SI1,63.9,57.0,2841
630,0.82,5,F,SI2,61.7,53.0,2841
631,0.82,5,F,SI2,62.3,56.0,2841
632,0.82,3,F,SI2,59.7,57.0,2841
633,0.52,5,F,VVS1,61.2,56.0,2841
634,1.0,4,F,I1,58.9,60.0,2841
635,0.95,1,G,SI1,66.7,56.0,2841
636,0.73,5,D,SI1,61.4,57.0,2841
637,0.73,4,F,VS2,59.9,59.0,2841
638,0.73,4,G,VS1,61.4,58.0,2841
639,0.8,5,I,VS1,62.6,54.0,2842
640,0.7,4,F,VS2,58.7,61.0,2842
641,0.7,3,E,VS2,60.2,62.0,2843
642,0.7,3,E,VS2,62.7,58.0,2843
643,0.71,3,E,VS2,59.4,58.0,2843
644,0.81,3,F,SI2,63.2,58.0,2843
645,0.71,3,D,SI1,61.5,58.0,2843
646,0.73,5,G,VVS2,61.3,57.0,2843
647,0.73,3,F,VS1,61.8,59.0,2843
648,0.72,5,E,VS2,62.0,57.0,2843
649,0.81,5,F,SI2,62.1,57.0,2843
650,0.71,5,G,VVS2,60.7,57.0,2843
651,0.73,3,E,SI1,57.7,61.0,2844
652,0.7,3,E,VS1,62.0,59.0,2844
653,1.01,5,I,I1,61.5,57.0,2844
654,1.01,2,I,I1,63.1,57.0,2844
655,0.79,5,H,VS2,62.5,57.0,2844
656,0.7,3,E,VS2,61.8,59.0,2845
657,0.7,3,E,VS2,58.9,60.0,2845
658,0.8,2,H,VS2,63.4,60.0,2845
659,1.27,4,H,SI2,59.3,61.0,2845
660,0.79,5,D,SI1,61.5,56.0,2846
661,0.72,3,F,VS1,60.2,59.0,2846
662,0.73,5,H,VVS2,61.6,56.0,2846
663,1.01,1,H,SI2,65.4,59.0,2846
664,1.01,2,H,I1,64.2,61.0,2846
665,0.73,5,E,SI1,59.1,59.0,2846
666,0.7,5,E,SI1,61.6,57.0,2846
667,0.7,2,F,VS2,59.1,61.0,2846
668,0.77,4,E,SI1,62.9,59.0,2846
669,0.77,4,G,VS2,61.3,60.0,2846
670,0.77,4,G,VS1,61.4,58.0,2846
671,0.84,3,H,SI1,61.2,57.0,2847
672,0.72,5,E,SI1,60.3,57.0,2847
673,0.76,4,D,SI1,61.1,59.0,2847
674,0.7,3,G,VVS2,62.9,59.0,2848
675,0.54,5,D,VVS2,61.5,55.0,2848
676,0.75,1,D,SI2,64.6,57.0,2848
677,0.79,2,E,SI1,64.1,54.0,2849
678,0.74,3,E,VS1,63.1,58.0,2849
679,0.7,3,E,VS2,61.0,60.0,2850
680,0.7,5,F,VS2,60.8,59.0,2850
681,0.75,5,J,SI1,61.5,56.0,2850
682,1.2,3,H,I1,63.1,60.0,2850
683,0.8,3,F,SI1,63.4,57.0,2851
684,0.66,5,D,VS1,62.1,56.0,2851
685,0.87,3,F,SI2,61.0,63.0,2851
686,0.86,4,H,SI1,62.7,59.0,2851
687,0.74,5,F,SI1,61.0,57.0,2851
688,0.58,3,E,IF,60.6,59.0,2852
689,0.78,5,I,VS1,61.5,57.0,2852
690,0.74,5,G,SI1,61.3,55.0,2852
691,0.73,5,E,SI1,62.7,55.0,2852
692,0.91,3,I,SI1,63.5,57.0,2852
693,0.71,4,F,VS2,62.6,58.0,2853
694,0.71,2,G,VS1,63.5,55.0,2853
695,0.79,5,D,SI2,62.8,57.0,2853
696,0.79,4,D,SI2,60.0,60.0,2853
697,0.71,4,E,SI1,62.7,58.0,2853
698,0.82,4,I,VS1,61.9,58.0,2853
699,0.78,3,H,VS1,61.9,57.1,2854
700,0.7,3,E,VS1,62.4,56.0,2854
701,1.12,4,H,I1,59.1,61.0,2854
702,0.73,4,E,VS2,62.0,57.0,2854
703,0.91,1,J,VS2,64.4,62.0,2854
704,0.91,1,J,VS2,65.4,60.0,2854
705,0.91,2,J,VS2,64.2,58.0,2854
706,0.91,1,H,SI1,65.8,58.0,2854
707,0.7,4,E,VS1,58.4,59.0,2854
708,0.68,4,F,VVS2,61.7,57.0,2854
709,0.73,3,F,VS2,62.5,57.0,2855
710,1.03,2,J,SI1,63.6,57.0,2855
711,0.74,4,D,VS2,62.4,57.0,2855
712,0.98,1,E,SI2,53.3,67.0,2855
713,1.02,1,I,SI1,53.0,63.0,2856
714,1.0,1,G,SI2,67.8,61.0,2856
715,1.02,5,H,SI2,61.6,55.0,2856
716,0.6,5,F,VVS2,60.8,57.0,2856
717,0.8,5,G,SI2,61.6,56.0,2856
718,0.97,5,F,I1,60.7,56.0,2856
719,1.0,1,I,SI1,67.9,62.0,2856
720,0.26,5,E,VS1,62.3,57.0,556
721,0.26,5,E,VS1,62.1,56.0,556
722,0.36,5,H,SI1,61.9,55.0,556
723,0.34,2,G,VS2,57.5,61.0,556
724,0.34,2,E,SI1,63.3,57.0,556
725,0.34,2,E,SI1,63.5,55.0,556
726,0.34,2,E,SI1,63.4,55.0,556
727,0.34,3,G,VS2,59.6,62.0,556
728,0.34,5,E,SI1,62.2,54.0,556
729,0.32,2,E,VS2,64.1,54.0,556
730,0.31,5,I,VVS1,61.6,55.0,557
731,0.31,5,I,VVS1,61.3,56.0,557
732,0.31,5,I,VVS1,62.3,54.0,557
733,0.31,5,I,VVS1,62.0,54.0,557
734,0.31,5,I,VVS1,62.7,53.0,557
735,0.31,5,I,VVS1,62.2,53.0,557
736,0.31,5,G,VS2,62.2,53.6,557
737,0.31,5,H,VS1,61.6,54.8,557
738,0.31,5,H,VS1,61.8,54.2,557
739,0.33,4,G,SI2,59.4,59.0,557
740,0.33,4,F,SI2,62.3,58.0,557
741,0.33,4,G,SI2,62.6,58.0,557
742,0.33,5,G,SI2,61.9,56.0,557
743,0.33,4,F,SI2,63.0,58.0,557
744,0.33,4,J,VS1,62.8,58.0,557
745,0.33,4,J,VS1,61.5,61.0,557
746,0.33,5,J,VS1,62.1,55.0,557
747,0.33,5,I,SI1,63.0,57.0,557
748,0.33,2,I,SI1,63.6,53.0,557
749,0.33,4,I,SI1,60.4,59.0,557
750,1.0,1,H,SI2,66.1,56.0,2856
751,0.77,4,F,SI1,60.8,59.0,2856
752,0.77,4,F,SI1,61.0,58.0,2856
753,0.7,2,E,VVS2,60.1,63.0,2857
754,0.9,3,G,SI2,63.1,58.0,2857
755,0.72,5,E,SI1,62.3,57.0,2857
756,0.9,4,I,VS2,61.9,59.0,2857
757,0.72,4,E,SI1,62.1,58.0,2857
758,0.7,5,G,VVS2,62.1,56.0,2858
759,0.81,3,F,SI1,61.3,57.0,2858
760,0.81,3,F,SI1,61.7,57.0,2858
761,0.71,4,E,VS2,61.0,60.0,2858
762,0.7,4,E,VS2,61.4,59.0,2858
763,0.71,4,E,VS2,61.5,60.0,2858
764,0.71,3,E,VS2,63.5,59.0,2858
765,0.92,4,J,SI1,62.9,58.0,2858
766,0.76,5,E,SI1,62.7,54.0,2858
767,0.73,5,D,SI1,61.5,56.0,2858
768,0.71,4,D,VS2,60.4,62.0,2858
769,0.7,2,E,VVS2,63.6,62.0,2858
770,0.9,1,G,SI2,64.5,56.0,2858
771,0.71,1,D,VS2,56.9,65.0,2858
772,0.7,5,D,VS2,61.0,57.0,2859
773,0.7,4,D,VS2,62.4,56.0,2859
774,0.77,4,F,VS1,60.9,60.0,2859
775,0.71,5,G,VS1,61.5,56.0,2859
776,0.7,4,D,VS2,59.6,61.0,2859
777,0.75,1,F,VS1,55.8,70.0,2859
778,0.83,4,E,SI2,59.2,60.0,2859
779,0.71,3,F,VS2,61.3,61.0,2860
780,0.9,3,J,SI2,63.6,58.0,2860
781,0.6,5,E,VVS2,61.9,54.9,2860
782,0.71,4,D,VS1,62.9,57.0,2860
783,0.53,5,F,VVS1,61.4,57.0,2860
784,0.71,4,D,SI1,60.7,58.0,2861
785,0.62,5,G,VVS2,61.6,56.0,2861
786,0.62,5,G,VVS2,61.6,56.0,2861
787,0.9,4,I,SI1,63.0,58.0,2861
788,0.62,1,F,IF,60.1,61.0,2861
789,0.82,4,E,SI2,61.7,59.0,2861
790,0.66,4,D,VS1,61.0,58.0,2861
791,0.7,3,D,SI1,62.5,55.0,2862
792,0.8,3,F,SI1,62.6,58.0,2862
793,0.8,3,D,SI2,62.5,59.0,2862
794,0.79,4,F,SI1,62.3,54.0,2862
795,0.71,3,F,VVS1,63.2,60.0,2862
796,0.7,5,H,VS2,61.1,57.0,2862
797,0.7,3,E,VS2,58.7,63.0,2862
798,0.79,4,H,VS1,60.0,60.0,2862
799,0.7,4,E,VS2,59.5,59.0,2862
800,1.22,4,E,I1,60.9,57.0,2862
801,1.01,1,E,SI2,67.6,57.0,2862
802,0.73,4,E,VS2,62.5,61.0,2862
803,0.91,2,I,VS2,64.3,58.0,2863
804,0.71,5,D,SI1,60.8,56.0,2863
805,0.83,4,G,SI1,62.3,58.0,2863
806,0.84,4,F,SI2,62.3,59.0,2863
807,0.71,4,D,SI1,61.0,61.0,2863
808,0.71,4,D,SI1,59.7,59.0,2863
809,0.71,4,D,SI1,61.7,56.0,2863
810,0.71,5,D,SI1,61.7,57.0,2863
811,0.71,4,D,SI1,61.4,58.0,2863
812,0.71,4,D,SI1,60.6,58.0,2863
813,0.91,4,J,SI1,59.5,62.0,2863
814,0.9,4,J,VS2,59.8,62.0,2863
815,0.71,4,H,VVS2,61.5,62.0,2863
816,0.71,4,E,SI1,59.1,61.0,2863
817,0.72,5,F,VS2,59.5,57.0,2863
818,0.72,4,E,SI1,60.9,60.0,2863
819,0.71,5,E,VS2,61.0,55.0,2863
820,0.81,5,E,SI2,60.3,57.0,2864
821,0.83,3,I,VS2,61.6,58.0,2865
822,0.73,4,D,SI1,60.8,55.0,2865
823,0.56,3,D,VVS1,62.0,56.0,2866
824,0.56,3,D,VVS1,61.8,55.0,2866
825,0.71,5,E,VS1,62.2,55.0,2866
826,0.7,5,H,VVS1,62.3,58.0,2866
827,0.96,4,I,SI1,61.3,58.0,2866
828,0.71,3,H,VVS1,62.9,57.0,2867
829,0.7,5,D,VS2,62.4,57.0,2867
830,0.71,5,H,VVS1,60.4,57.0,2867
831,0.8,4,H,VS2,61.2,53.0,2867
832,0.95,4,F,SI2,58.4,57.0,2867
833,0.82,5,F,SI2,62.3,56.0,2867
834,0.52,5,F,VVS1,61.2,56.0,2867
835,0.82,5,F,SI2,61.7,53.0,2867
836,0.82,5,F,SI2,62.3,56.0,2867
837,0.82,4,F,SI2,59.7,57.0,2867
838,0.8,5,G,SI1,61.3,57.0,2867
839,0.96,1,F,SI2,68.2,61.0,2867
840,0.72,5,I,VS1,62.4,55.0,2868
841,0.62,5,G,IF,60.5,57.0,2868
842,0.79,4,E,SI2,61.0,58.0,2868
843,0.75,3,E,SI1,63.1,56.0,2868
844,1.08,4,D,I1,61.9,60.0,2869
845,0.72,5,E,SI1,60.8,55.0,2869
846,0.62,5,G,IF,61.8,56.0,2869
847,0.73,5,G,VVS2,61.3,57.0,2869
848,0.72,5,H,VVS2,60.9,57.0,2869
849,0.52,4,F,VVS2,61.8,60.0,2870
850,0.83,5,E,SI2,62.2,57.0,2870
851,0.64,4,E,VVS2,62.1,58.0,2870
852,0.8,5,G,SI1,62.5,57.0,2870
853,0.74,5,H,SI1,62.1,56.0,2870
854,0.72,5,F,SI1,61.5,56.0,2870
855,0.82,5,H,VS2,59.5,57.0,2870
856,0.73,4,E,VS1,61.3,59.0,2870
857,1.04,4,I,I1,61.6,61.0,2870
858,0.73,3,E,SI1,61.3,58.0,2871
859,0.73,2,E,SI1,63.6,57.0,2871
860,0.9,4,J,SI1,62.8,59.0,2871
861,0.75,5,I,SI1,61.8,55.0,2871
862,0.79,5,G,SI1,62.6,55.0,2871
863,0.7,2,D,SI1,62.5,56.7,2872
864,0.75,3,D,SI1,60.7,55.0,2872
865,1.02,5,I,I1,61.7,56.0,2872
866,0.7,3,G,SI2,59.0,62.0,2872
867,0.7,5,D,SI1,61.8,56.0,2872
868,0.7,2,E,SI1,61.4,64.0,2872
869,0.7,5,D,SI1,61.4,54.0,2872
870,0.7,5,D,SI1,60.7,56.0,2872
871,0.7,3,D,SI1,60.2,60.0,2872
872,0.72,3,E,VS2,58.3,57.0,2872
873,0.74,5,E,SI1,62.3,58.0,2872
874,0.84,2,G,SI1,65.1,55.0,2872
875,0.76,3,F,VS2,62.0,58.0,2873
876,0.77,3,E,SI1,63.2,58.0,2873
877,0.76,5,E,SI2,62.8,56.0,2873
878,1.0,5,I,SI2,61.7,56.0,2873
879,1.0,1,H,SI1,65.5,62.0,2873
880,0.9,1,I,SI1,65.7,58.0,2873
881,0.9,4,J,SI1,61.8,58.0,2873
882,0.9,2,J,SI1,64.0,61.0,2873
883,0.9,1,I,SI1,65.3,61.0,2873
884,0.9,1,I,SI1,65.8,56.0,2873
885,0.9,4,J,SI1,60.9,61.0,2873
886,0.78,4,F,VS2,62.6,58.0,2874
887,0.71,4,D,VS2,61.2,59.0,2874
888,0.7,4,F,VS1,59.0,59.0,2874
889,0.7,4,F,VS1,60.8,62.0,2874
890,0.7,4,G,VVS2,61.8,58.0,2874
891,0.7,5,F,VS1,61.0,55.0,2874
892,0.7,5,F,VS1,61.6,55.0,2874
893,0.7,5,F,VS1,62.4,56.0,2874
894,0.7,4,G,VVS2,62.9,59.0,2874
895,1.0,1,H,SI2,67.7,60.0,2875
896,0.77,5,H,SI1,62.4,56.0,2875
897,1.0,1,J,VS1,65.5,55.0,2875
898,1.0,1,I,SI1,66.3,61.0,2875
899,1.0,1,H,SI2,69.5,55.0,2875
900,0.73,4,E,VS1,62.6,60.0,2876
901,0.79,4,E,VS2,60.6,53.0,2876
902,0.72,3,H,VS1,62.2,54.0,2877
903,0.71,5,E,VS1,62.4,56.0,2877
904,0.74,5,G,VS2,62.3,55.0,2877
905,0.7,2,H,VVS1,62.7,56.0,2877
906,0.7,2,F,VS1,59.1,62.0,2877
907,0.79,3,F,SI1,62.8,59.0,2878
908,0.79,3,F,SI1,62.7,60.0,2878
909,0.79,3,D,SI2,59.7,58.0,2878
910,0.71,5,I,VS2,61.5,55.0,2878
911,0.79,5,F,SI1,62.8,56.0,2878
912,0.73,3,F,SI1,61.4,56.0,2879
913,0.63,4,E,IF,60.3,62.0,2879
914,0.7,4,F,VS1,60.4,60.0,2879
915,0.71,4,F,VS1,62.7,58.0,2879
916,0.84,5,G,SI2,61.0,56.0,2879
917,0.84,5,G,SI2,62.3,55.0,2879
918,1.02,5,J,SI2,60.3,54.0,2879
919,0.72,1,F,VS1,56.9,69.0,2879
920,0.72,5,F,VS1,62.0,56.0,2879
921,0.92,3,J,SI2,58.7,61.0,2880
922,0.74,3,D,SI1,63.9,57.0,2880
923,0.7,5,H,VVS1,62.0,55.0,2881
924,0.71,3,E,VS2,60.0,59.0,2881
925,1.05,4,H,I1,62.0,59.0,2881
926,0.7,3,H,IF,62.8,56.0,2882
927,0.54,5,F,VVS1,61.8,56.0,2882
928,0.73,4,F,VS2,59.9,58.0,2882
929,0.88,1,F,SI1,56.6,65.0,2882
930,0.73,4,F,VS2,58.7,57.0,2882
931,0.72,5,D,SI1,61.8,56.0,2883
932,0.9,2,H,SI2,62.7,64.0,2883
933,0.9,1,H,SI2,65.0,61.0,2883
934,1.03,1,I,SI2,65.3,55.0,2884
935,0.84,3,F,SI1,63.8,57.0,2885
936,1.01,4,I,SI1,62.7,60.0,2885
937,0.77,5,D,SI2,61.5,55.0,2885
938,0.8,1,E,SI1,56.3,63.0,2885
939,0.9,1,D,SI2,66.9,57.0,2885
940,0.73,5,E,SI1,61.4,56.0,2886
941,0.72,5,E,SI1,62.7,55.0,2886
942,0.71,3,D,SI1,62.4,54.0,2887
943,0.7,4,E,VS1,62.6,59.0,2887
944,0.79,5,I,VS1,61.7,59.0,2888
945,0.72,3,G,VVS2,62.5,58.0,2889
946,0.7,3,E,VS2,63.5,54.0,2889
947,0.7,3,F,VS1,62.2,58.0,2889
948,0.9,2,H,SI2,63.5,58.0,2889
949,0.71,3,F,VS1,62.8,56.0,2889
950,0.5,5,E,VVS2,62.2,54.0,2889
951,0.5,5,E,VVS2,62.2,54.0,2889
952,0.74,5,F,SI1,61.2,56.0,2889
953,0.77,4,F,VS2,61.8,56.0,2889
954,0.77,4,E,SI1,59.8,61.0,2889
955,0.8,5,F,SI1,61.5,54.0,2890
956,0.8,5,F,SI1,62.4,57.0,2890
957,0.8,4,F,SI1,61.5,60.0,2890
958,0.8,2,F,SI1,63.8,59.0,2890
959,0.66,5,G,VVS1,61.5,56.0,2890
960,0.71,3,E,VS2,61.2,58.0,2891
961,0.71,5,F,VS2,61.2,56.0,2891
962,0.71,5,E,VS2,61.6,56.0,2891
963,0.71,5,E,VS2,62.7,56.0,2891
964,0.72,5,D,SI1,61.1,56.0,2891
965,0.71,2,D,VS2,62.3,61.0,2891
966,0.86,5,H,SI2,61.8,55.0,2892
967,1.19,1,H,I1,65.1,59.0,2892
968,0.71,3,F,VS1,62.6,55.0,2893
969,0.82,3,G,SI2,62.5,56.0,2893
970,0.71,5,G,VVS2,61.5,57.0,2893
971,0.75,5,F,VS2,62.5,57.0,2893
972,0.7,3,H,VVS1,59.2,60.0,2893
973,0.8,5,G,SI2,62.5,55.0,2893
974,0.82,2,G,SI2,59.9,62.0,2893
975,0.82,3,G,SI1,63.4,55.0,2893
976,0.82,4,G,SI1,59.9,59.0,2893
977,0.81,3,E,SI2,62.4,57.0,2894
978,0.81,5,G,SI2,62.2,57.0,2894
979,0.76,5,F,SI1,61.4,56.0,2894
980,0.71,3,G,VS2,60.9,56.0,2895
981,0.7,3,F,VS1,61.8,59.0,2895
982,0.7,5,G,VVS2,62.1,53.0,2895
983,0.74,3,G,VS1,59.8,58.0,2896
984,0.77,3,G,VS2,61.3,60.0,2896
985,0.77,3,G,VS2,58.3,63.0,2896
986,0.53,5,F,VVS1,61.6,56.0,2896
987,0.79,5,D,SI1,61.5,56.0,2896
988,0.73,5,E,SI2,61.5,55.0,2896
989,0.77,5,D,SI2,62.1,56.0,2896
990,0.77,4,E,SI1,60.9,58.0,2896
991,1.01,3,I,I1,63.1,57.0,2896
992,1.01,5,I,I1,61.5,57.0,2896
993,0.6,3,D,VVS2,60.6,57.0,2897
994,0.76,4,E,SI1,61.1,58.0,2897
995,0.54,5,D,VVS2,61.4,52.0,2897
996,0.72,5,E,SI1,62.5,55.0,2897
997,0.72,2,F,VS1,59.4,61.0,2897
998,0.74,4,D,VS2,61.8,58.0,2897
999,1.12,4,J,SI2,60.6,59.0,2898
1000,0.75,5,D,SI1,62.3,55.0,2898
1001,0.77,5,D,SI1,62.6,57.0,2898
1002,0.98,2,H,SI2,57.9,56.0,2898
1003,0.79,5,G,SI1,61.1,57.0,2898
1004,0.79,5,G,SI1,62.3,57.0,2898
1005,0.79,5,G,SI1,62.3,57.0,2898
1006,0.79,5,G,SI1,62.3,57.0,2898
1007,0.79,5,G,SI1,62.3,57.0,2898
1008,0.79,5,G,SI1,62.3,57.0,2898
1009,0.7,2,G,VVS1,59.9,61.0,2899
1010,0.7,3,F,SI1,61.9,58.0,2900
1011,0.72,4,D,VS1,62.7,58.0,2900
1012,0.8,4,F,SI1,62.7,58.0,2901
1013,0.81,5,E,SI2,63.0,56.0,2901
1014,0.81,4,E,SI2,62.5,59.0,2901
1015,0.74,5,E,VS2,61.9,57.0,2901
1016,0.73,4,E,VS2,62.0,60.0,2902
1017,0.73,5,E,VS2,61.4,55.0,2902
1018,0.75,5,G,SI1,61.6,55.0,2902
1019,0.71,1,E,VS2,64.6,59.0,2902
1020,0.71,4,E,VS2,59.6,60.0,2902
1021,0.75,4,D,SI1,62.8,60.0,2903
1022,0.75,5,D,SI1,62.3,57.0,2903
1023,0.72,5,D,SI1,61.9,55.0,2903
1024,0.72,4,D,SI1,61.4,59.0,2903
1025,0.72,4,E,VS2,61.1,59.0,2903
1026,0.79,3,F,SI1,63.0,54.0,2904
1027,0.79,3,D,SI2,62.8,57.0,2904
1028,0.7,3,E,VS1,58.4,59.0,2904
1029,0.62,5,E,VVS2,62.0,56.0,2904
1030,0.7,3,G,VVS2,59.3,62.0,2905
1031,0.7,3,G,VVS2,63.4,59.0,2905
1032,0.7,3,G,VVS2,63.3,59.0,2905
1033,0.71,3,G,VS2,62.1,58.0,2905
1034,0.86,3,I,VS1,61.2,58.0,2905
1035,0.53,5,D,VVS1,62.5,54.0,2905
1036,0.91,3,J,SI1,63.5,58.0,2905
1037,0.95,2,I,SI2,63.8,57.0,2905
1038,0.91,4,J,SI1,62.8,59.0,2905
1039,0.74,3,D,VS2,62.4,57.0,2906
1040,0.8,5,I,VS1,62.2,58.0,2906
1041,0.74,2,E,SI1,62.8,61.0,2906
1042,0.61,5,E,VVS2,62.4,53.9,2907
1043,0.61,5,E,VVS2,62.4,53.6,2907
1044,0.61,5,E,VVS2,62.1,54.2,2907
1045,0.72,5,H,VVS1,62.8,57.0,2907
1046,0.7,5,F,VS2,62.3,53.0,2907
1047,0.71,5,F,VS1,61.9,56.0,2907
1048,0.79,5,G,SI1,60.3,60.0,2907
1049,0.72,5,E,SI1,62.6,56.0,2907
1050,0.33,5,G,SI2,62.9,55.0,557
1051,0.39,5,H,SI2,61.5,57.0,558
1052,0.32,5,D,SI1,61.3,55.0,558
1053,0.25,4,F,VS1,61.2,59.0,558
1054,0.25,2,F,VS1,63.6,57.0,558
1055,0.25,4,E,VS1,60.7,59.0,558
1056,0.25,4,E,VS1,61.5,60.0,558
1057,0.31,4,I,VS2,60.8,58.0,558
1058,0.31,4,I,VS2,59.8,60.0,558
1059,0.31,3,I,VS2,63.2,55.0,558
1060,0.31,4,I,VS2,62.3,57.0,558
1061,0.31,4,H,SI1,58.7,60.0,558
1062,0.31,4,H,SI1,62.7,58.0,558
1063,0.31,5,E,SI2,61.7,56.0,558
1064,0.31,5,E,SI2,60.1,57.0,558
1065,0.31,5,E,SI2,61.3,55.0,558
1066,0.31,4,I,VS2,60.8,60.0,558
1067,0.31,5,I,VS2,59.9,57.0,558
1068,0.31,4,I,VS2,59.9,60.0,558
1069,0.31,4,I,VS2,61.1,58.0,558
1070,0.31,4,I,VS2,60.7,61.0,558
1071,0.31,3,I,VS2,63.1,54.0,558
1072,0.31,4,I,VS2,62.3,60.0,558
1073,0.31,4,H,SI1,61.7,59.0,558
1074,0.31,4,H,SI1,61.0,61.0,558
1075,0.31,2,H,SI1,63.6,57.0,558
1076,0.31,4,H,SI1,62.4,57.0,558
1077,0.31,4,H,SI1,62.8,58.0,558
1078,0.31,5,H,SI1,62.9,56.0,558
1079,0.31,4,E,SI2,60.9,60.0,558
1080,0.82,3,H,SI1,63.6,56.0,2908
1081,0.73,5,I,VS1,61.5,55.0,2908
1082,0.7,4,D,VS2,61.0,60.0,2909
1083,0.7,4,D,VS2,60.9,57.0,2909
1084,0.71,5,H,VS1,61.2,56.0,2909
1085,0.71,5,H,VS1,61.9,56.0,2909
1086,0.9,5,I,SI2,61.9,57.0,2909
1087,0.71,3,D,VS1,62.9,57.0,2910
1088,1.05,4,I,SI2,58.3,57.0,2911
1089,0.59,5,E,VVS2,61.1,57.0,2911
1090,0.71,5,G,VS2,60.6,56.0,2911
1091,0.77,2,F,VS2,60.3,61.0,2911
1092,0.73,2,E,VS2,64.2,54.0,2912
1093,0.7,2,E,VS2,58.7,63.0,2912
1094,0.73,2,E,VS2,63.2,56.0,2912
1095,0.8,4,E,SI1,61.2,60.0,2912
1096,1.0,1,H,SI2,65.2,54.0,2912
1097,1.0,1,I,SI1,66.0,56.0,2912
1098,1.0,1,H,SI2,67.0,55.0,2912
1099,0.7,3,D,VS2,60.7,60.0,2913
1100,0.71,4,D,SI1,61.4,58.0,2913
1101,0.71,4,G,SI2,60.8,59.0,2913
1102,0.71,4,D,SI1,60.6,58.0,2913
1103,0.71,3,D,SI1,61.7,56.0,2913
1104,0.71,5,D,SI1,61.7,57.0,2913
1105,0.71,4,D,SI1,59.7,59.0,2913
1106,0.91,4,I,SI2,62.0,59.0,2913
1107,0.83,4,E,SI1,62.2,59.0,2913
1108,0.85,5,G,SI2,62.0,57.0,2913
1109,0.8,3,F,SI1,63.5,55.0,2914
1110,0.73,5,E,SI1,61.4,58.0,2914
1111,0.83,3,I,VS2,62.0,55.0,2915
1112,0.77,3,G,SI1,63.6,57.0,2915
1113,0.8,3,G,SI2,62.0,55.0,2915
1114,0.71,5,F,VS2,62.2,56.0,2915
1115,0.73,3,H,VS1,60.8,57.0,2916
